id,count
1467,10.199026
1472,35.19273
1475,45.66565
1493,107.39109
1501,150.75273
1503,199.09505
1504,213.4952
1505,18.190407
1511,207.7854
1512,28.353058
1513,100.18731
1514,31.957468
1528,230.95107
1533,235.09567
1534,26.814514
1536,139.82063
1537,23.140228
1539,112.031876
1550,149.2307
1552,127.55429
1554,158.31688
1555,202.24643
1556,56.157837
1559,14.91527
1563,213.05309
1566,191.22682
1567,118.16465
1568,18.93741
1571,162.23631
1572,23.199903
1574,25.821655
1577,22.244694
1583,65.9718
1585,29.749432
1586,169.09804
1587,159.2114
1596,134.61314
1602,36.083138
1604,41.773113
1605,19.646324
1610,204.96909
1611,72.95348
1616,37.760227
1617,93.33121
1618,22.218431
1622,39.621246
1623,25.8387
1628,206.19785
1631,10.247396
1632,165.04341
1633,164.13438
1634,216.41566
1636,173.11096
1637,93.953926
1643,39.251495
1644,93.86924
1646,43.713013
1648,142.24367
1651,49.68033
1656,33.92811
1658,87.00917
1659,19.041191
1665,48.344738
1666,85.76554
1670,46.315243
1674,127.17352
1679,206.98091
1680,202.4842
1683,206.61603
1686,23.477245
1691,83.45158
1693,29.338718
1696,34.39186
1697,87.40655
1703,37.31534
1706,22.696129
1709,162.65878
1710,34.532238
1712,190.7123
1713,116.47214
1718,237.79765
1719,148.05424
1722,185.45786
1723,123.15945
1724,180.40836
1728,4.418297
1730,28.153059
1732,18.188896
1737,14.496769
1745,36.017654
1747,30.30526
1748,22.551868
1755,74.87105
1759,23.634754
1761,189.38115
1764,138.96384
1765,137.13008
1766,33.98908
1768,38.043404
1770,28.270725
1771,126.420006
1774,68.74248
1785,117.89783
1788,207.32602
1792,29.782875
1794,159.56088
1797,92.534996
1798,4.833397
1799,213.7578
1802,77.58754
1806,30.754047
1808,30.569221
1810,173.36504
1818,5.6007595
1819,213.89948
1820,192.24196
1822,146.23546
1826,211.25795
1827,191.60834
1835,23.944717
1841,70.75988
1842,69.85386
1843,30.918152
1846,32.817986
1849,9.939682
1850,232.66106
1851,64.84469
1857,35.45749
1858,119.86629
1860,70.85669
1861,183.6461
1864,45.75179
1869,203.08371
1871,29.531038
1872,6.3700333
1875,27.055645
1878,248.45464
1879,176.43974
1885,38.7569
1888,56.582726
1889,14.26335
1890,86.03116
1896,94.92685
1897,210.324
1898,152.05708
1900,33.58576
1905,20.85624
1908,50.324265
1909,96.961525
1913,34.17992
1918,67.233284
1922,257.69885
1923,106.06649
1925,160.55766
1926,96.52528
1927,200.93814
1930,159.01427
1935,27.219479
1939,63.054375
1942,76.281975
1943,121.35104
1948,266.0569
1949,166.17035
1951,80.01118
1953,77.495674
1959,131.8504
1963,24.685884
1967,125.958176
1973,169.10345
1975,52.45034
1976,27.883959
1990,75.77054
1993,71.67861
1997,34.47985
1999,112.255554
2001,152.1023
2004,38.115208
2010,71.478325
2013,100.990845
2017,189.06577
2021,75.120346
2023,29.415794
2026,140.52802
2037,34.92546
2039,33.65313
2041,25.174057
2046,24.679562
2050,42.99756
2060,170.52806
2067,84.97426
2069,162.18765
2072,179.1231
2074,152.52084
2079,87.73428
2083,29.601019
2085,50.10534
2087,8.159136
2093,110.2453
2094,31.852716
2097,40.210365
2103,53.943863
2104,28.377638
2107,208.61171
2108,3.052353
2110,30.094646
2115,214.17274
2117,15.4964
2125,209.3519
2127,242.68019
2133,17.197166
2134,221.37265
2135,81.123276
2141,201.9501
2143,30.72803
2145,35.729736
2146,27.45881
2147,168.77382
2148,46.366104
2149,27.543472
2165,72.497246
2166,132.91283
2177,66.587555
