id,count
631,89.06
633,101.25
637,24.02
638,122.83
643,66.71
644,161.99
645,39.61
646,206.41
648,207.97
650,40.09
651,201.01
652,260.83
656,98.06
657,19.54
659,76.84
660,200.87
662,110.8
665,358.64
675,318.7
681,142.22
682,219.18
685,19.05
686,141.33
689,22.4
696,129.87
703,166.98
704,117.26
705,114.23
714,228.19
717,105.96
718,17.1
720,86.53
721,216.69
723,242.06
726,200.24
728,132.11
730,208.81
731,24.98
734,322.12
737,73.07
738,18.02
745,176.33
746,27.74
749,229.11
752,26.22
753,176.47
758,224.82
765,17.87
766,230.83
768,82.78
769,190.71
774,132.22
775,112.48
781,60.06
784,320.38
794,19.11
795,269.57
796,82.36
802,186.25
803,201.02
805,40.71
806,280.3
807,121.53
809,17.76
810,176.81
812,202.77
814,126.22
818,236.63
819,129.88
825,78.22
836,124.37
839,123.54
847,249.24
848,187.42
851,126.53
852,127.65
853,34.69
857,136.68
858,49.44
859,236.71
861,34.16
867,109.63
870,202.21
871,210.35
872,157.34
874,333.88
881,153.5
886,129.65
890,81.42
895,131.41
899,85.18
900,258.74
901,251.89
902,190.91
903,42.03
913,240.73
918,191.4
923,122.12
924,41.85
926,24.14
927,16.49
930,220.42
934,38.4
937,140.46
939,111.56
941,85.44
942,363.55
946,280.07
950,119.01
953,71.39
959,115.44
961,28.27
962,95.31
964,136.78
969,180.58
971,138.14
976,43.17
978,231.5
980,229.6
981,138.37
990,365.95
993,20.0
996,20.09
998,316.87
999,155.96
1006,117.34
1008,18.39
1013,29.95
1015,113.83
1016,125.0
1022,297.74
1026,223.23
1028,225.91
1031,74.06
1034,59.96
1037,188.29
1040,72.34
1042,19.06
1046,18.35
1048,119.85
1049,113.56
1050,66.45
1051,167.98
1052,231.28
1055,194.78
1060,143.34
1064,29.79
1066,92.33
1071,111.73
1073,16.54
1089,140.77
1091,124.18
1092,71.68
1093,233.55
1096,314.76
1097,209.09
1098,17.63
1099,44.43
1102,154.71
1107,105.87
1109,42.47
1111,165.4
1112,113.46
1114,280.93
1116,285.08
1117,119.96
1118,77.32
1122,137.87
1124,139.03
1127,133.14
1133,226.87
1134,39.07
1135,161.42
1139,289.87
1143,61.29
1150,129.2
1151,111.25
1153,269.05
1155,27.76
1162,30.17
1163,211.74
1166,24.54
1171,79.83
1172,18.83
1173,227.36
1174,76.35
1177,114.61
1178,196.31
1184,194.69
1185,114.32
1186,131.4
1187,160.58
1188,266.64
1191,134.82
1207,124.45
1213,45.38
1215,124.46
1223,174.61
1227,115.49
1236,68.63
1237,82.08
1238,17.97
1241,28.78
1248,17.0
1250,41.18
1251,135.77
1253,126.65
1255,108.99
1257,177.54
1261,124.78
1262,359.1
1265,128.64
1273,186.39
1277,270.34
1278,133.72
1280,119.45
1284,238.54
1285,318.46
1288,36.73
1295,113.67
1297,351.52
1299,232.67
1304,163.68
1308,42.81
1310,116.37
1311,130.62
1314,98.22
1315,124.07
1318,39.38
1320,321.77
1321,283.68
1322,237.99
1330,121.17
1333,159.59
1334,218.59
1341,144.48
1344,136.69
1351,226.43
1354,119.9
1356,64.05
1363,117.42
1365,213.19
1369,129.35
1373,126.97
1375,115.25
1377,81.8
1379,155.82
1380,285.91
1381,116.93
1384,172.59
1390,171.61
1393,231.66
1395,71.04
1399,313.73
1400,97.06
1401,199.03
1404,138.14
1408,16.78
1409,28.29
1413,222.74
1416,275.38
1418,122.55
1423,103.16
1424,27.73
1425,18.8
1433,187.0
1434,140.37
1436,313.59
1442,248.8
1444,82.76
1445,133.14
1452,171.18
1455,165.31
1462,67.24
1467,91.99
1472,43.16
1475,203.33
1493,132.15
1501,219.29
1503,298.6
1504,224.45
1505,19.0
1511,160.63
1512,80.49
1513,112.7
1514,40.0
1528,178.28
1533,208.48
1534,30.88
1536,164.28
1537,60.34
1539,248.62
1550,214.42
1552,211.03
1554,200.54
1555,360.01
1556,95.15
1559,36.2
1563,231.95
1566,152.26
1567,179.41
1568,25.3
1571,226.57
1572,19.38
1574,61.42
1577,19.99
1583,114.51
1585,30.13
1586,203.19
1587,184.11
1596,139.55
1602,40.68
1604,95.55
1605,44.63
1610,291.44
1611,111.28
1616,36.96
1617,115.22
1618,19.01
1622,40.69
1623,40.76
1628,289.93
1631,16.75
1632,142.22
1633,227.43
1634,314.09
1636,232.09
1637,110.6
1643,186.9
1644,120.86
1646,92.03
1648,213.85
1651,41.96
1656,18.95
1658,137.15
1659,18.31
1665,192.75
1666,133.5
1670,42.44
1674,141.01
1679,179.76
1680,222.42
1683,318.23
1686,28.28
1691,117.97
1693,40.23
1696,41.3
1697,119.57
1703,88.97
1706,26.1
1709,159.4
1710,82.4
1712,180.85
1713,119.02
1718,348.09
1719,158.89
1722,263.8
1723,119.27
1724,279.53
1728,81.22
1730,33.53
1732,29.06
1737,41.44
1745,86.16
1747,17.87
1748,16.17
1755,128.75
1759,19.25
1761,267.47
1764,211.9
1765,147.06
1766,84.21
1768,100.01
1770,27.6
1771,155.98
1774,115.97
1785,134.95
1788,170.41
1792,16.82
1794,218.13
1797,123.11
1798,15.99
1799,248.86
1802,121.05
1806,40.41
1808,86.67
1810,247.18
1818,145.71
1819,364.11
1820,269.61
1822,228.83
1826,215.43
1827,169.76
1835,18.39
1841,113.06
1842,99.86
1843,17.18
1846,42.44
1849,133.54
1850,147.3
1851,199.12
1857,72.22
1858,193.33
1860,116.98
1861,237.32
1864,131.61
1869,324.01
1871,66.81
1872,38.07
1875,20.43
1878,167.04
1879,236.56
1885,82.71
1888,77.27
1889,27.92
1890,110.22
1896,130.25
1897,136.6
1898,134.9
1900,97.82
1905,40.72
1908,131.01
1909,112.77
1913,76.21
1918,111.13
1922,297.89
1923,129.27
1925,264.57
1926,110.76
1927,294.16
1930,204.68
1935,76.9
1939,123.5
1942,119.67
1943,217.77
1948,220.65
1949,262.11
1951,123.25
1953,114.71
1959,136.61
1963,17.05
1967,134.45
1973,263.23
1975,27.42
1976,78.32
1990,113.53
1993,123.09
1997,205.31
1999,127.48
2001,273.74
2004,83.48
2010,109.01
2013,127.92
2017,296.79
2021,122.95
2023,179.42
2026,141.46
2037,37.35
2039,227.26
2041,20.59
2046,32.45
2050,18.26
2060,215.52
2067,122.53
2069,132.82
2072,249.38
2074,131.13
2079,129.35
2083,27.04
2085,202.09
2087,16.99
2093,132.37
2094,30.89
2097,40.23
2103,113.0
2104,63.26
2107,153.48
2108,27.68
2110,88.43
2115,172.15
2117,31.46
2125,310.84
2127,248.04
2133,17.62
2134,360.16
2135,126.46
2141,245.4
2143,43.7
2145,84.46
2146,27.36
2147,280.57
2148,64.67
2149,78.43
2165,130.48
2166,180.05
2177,208.46
